opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,team,opp_ranking,opp_possession,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Switzerland,2024-03-23T19:00:00.000Z,Parken,Allard Lindhout,"30,731",Friendlies,21,47.0,,7,2,0.0,0.0,416,85.0,10,2,5.0,0.0,0.0,3.0,4.0,,,,,491,231.0,185.0,20.0,47.0,3.0,23.0,18.0,1,2.0,0.0,8.0,62.0,10.0,4.0,18.0,2.0,29.0,24.0,45.0,5.0,45.0,2.0,22.0,1473,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2024-03-23T19:00:00.000Z,Wembley Stadium,Artur Manuel Ribeiro Soares Dias,"83,664",Friendlies,4,53.0,,14,3,1.0,1.0,441,89.0,11,7,7.0,4.0,0.0,7.0,7.0,,,,,497,177.0,264.0,20.0,77.0,8.0,35.0,19.0,2,1.0,0.0,10.0,71.0,7.0,4.0,7.0,3.0,51.0,44.0,52.0,7.0,47.0,11.0,46.0,1474,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,2024-03-23T19:00:00.000Z,Wembley Stadium,Artur Manuel Ribeiro Soares Dias,"83,664",Friendlies,5,47.0,,14,5,7.0,6.0,397,87.0,19,2,6.0,3.0,1.0,12.0,2.0,,,,,458,244.0,153.0,23.0,58.0,1.0,20.0,20.0,0,1.0,0.0,13.0,59.0,10.0,4.0,26.0,3.0,49.0,41.0,48.0,8.0,53.0,9.0,60.0,1474,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2024-03-23T20:00:00.000Z,Groupama Stadium,Jesús Gil Manzano,"56,000",Friendlies,16,58.0,,15,6,2.0,1.0,642,91.0,10,5,6.0,3.0,0.0,8.0,7.0,,,,,709,327.0,315.0,18.0,56.0,2.0,29.0,14.0,2,1.0,0.0,18.0,78.0,12.0,0.0,14.0,2.0,43.0,41.0,48.0,2.0,18.0,10.0,63.0,1475,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,2024-03-23T20:00:00.000Z,Cairo International Stadium,Mohamed Maarouf Eid Mansour,"4,300",Friendlies,10,70.0,,14,4,2.0,2.0,618,92.0,13,10,6.0,4.0,0.0,6.0,8.0,,,,,670,195.0,423.0,25.0,78.0,6.0,19.0,14.0,0,1.0,0.0,5.0,63.0,10.0,2.0,10.0,1.0,36.0,23.0,43.0,13.0,41.0,9.0,60.0,1477,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2024-03-23T20:00:00.000Z,Groupama Stadium,Jesús Gil Manzano,"56,000",Friendlies,2,42.0,,11,2,2.0,2.0,443,87.0,8,2,9.0,0.0,0.0,8.0,3.0,,,,,511,250.0,193.0,12.0,63.0,3.0,23.0,27.0,3,2.0,0.0,15.0,68.0,13.0,3.0,14.0,4.0,53.0,44.0,52.0,9.0,82.0,13.0,45.0,1475,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2024-03-23T20:00:00.000Z,Cairo International Stadium,Mohamed Maarouf Eid Mansour,"4,300",Friendlies,41,30.0,,5,1,2.0,2.0,221,76.0,6,1,2.0,2.0,0.0,5.0,0.0,,,,,290,130.0,91.0,16.0,41.0,3.0,27.0,24.0,3,1.0,0.0,6.0,46.0,9.0,3.0,34.0,4.0,50.0,31.0,57.0,19.0,59.0,7.0,64.0,1477,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,2024-03-24T20:00:00.000Z,Red Bull Arena,Jon Freeman,,Friendlies,31,51.0,,10,1,0.0,0.0,397,87.0,18,7,6.0,3.0,0.0,5.0,5.0,,,,,457,246.0,151.0,30.0,67.0,3.0,14.0,19.0,0,0.0,0.0,10.0,53.0,9.0,3.0,9.0,2.0,48.0,43.0,53.0,5.0,31.0,9.0,45.0,1482,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2024-03-24T20:00:00.000Z,Red Bull Arena,Jon Freeman,,Friendlies,9,49.0,,9,4,4.0,3.0,386,86.0,15,8,2.0,3.0,0.0,6.0,3.0,,,,,448,287.0,99.0,23.0,49.0,2.0,14.0,11.0,2,4.0,0.0,7.0,35.0,5.0,3.0,20.0,1.0,49.0,38.0,47.0,11.0,69.0,1.0,13.0,1482,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2024-03-25T16:00:00.000Z,Tofiq Bəhramov adına Respublika stadionu,Kristo Tohver,"3,220",Friendlies,83,50.0,,1,1,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2024-03-25T16:00:00.000Z,Tofiq Bəhramov adına Respublika stadionu,Kristo Tohver,"3,220",Friendlies,112,50.0,,1,1,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,2024-03-25T18:00:00.000Z,Friends Arena,Marcel Birsan,"17,892",Friendlies,27,50.0,,11,6,1.0,0.0,440,88.0,22,2,3.0,2.0,1.0,8.0,3.0,,,,,501,168.0,272.0,11.0,42.0,4.0,36.0,11.0,1,1.0,0.0,8.0,47.0,7.0,1.0,12.0,1.0,39.0,33.0,42.0,6.0,43.0,8.0,50.0,1489,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2024-03-25T18:00:00.000Z,Friends Arena,Marcel Birsan,"17,892",Friendlies,66,50.0,,8,1,1.0,1.0,424,87.0,8,4,6.0,1.0,0.0,3.0,5.0,,,,,489,288.0,136.0,29.0,52.0,1.0,7.0,17.0,2,2.0,0.0,7.0,54.0,12.0,2.0,16.0,5.0,54.0,46.0,58.0,8.0,57.0,12.0,63.0,1489,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2024-03-26T17:00:00.000Z,Boris Paichadze Dinamo Arena,Szymon Marciniak,"44,000",UEFA Nations League C EURO Final 2022/2023,50,64.0,0.57,13,2,1.0,1.0,694,87.0,16,8,4.0,7.0,1.0,4.0,9.0,0.5,0.06,0.57,0.19,798,327.0,367.0,31.0,46.0,5.0,14.0,33.0,2,5.0,0.0,12.0,57.0,12.0,7.0,18.0,3.0,61.0,47.0,47.0,14.0,45.0,13.0,52.0,1629,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,2024-03-26T17:00:00.000Z,Boris Paichadze Dinamo Arena,Szymon Marciniak,"44,000",UEFA Nations League C EURO Final 2022/2023,75,36.0,0.85,16,3,1.0,1.0,349,77.0,13,3,6.0,7.0,0.0,9.0,7.0,0.45,0.39,0.85,0.69,453,165.0,184.0,29.0,43.0,4.0,27.0,30.0,2,2.0,1.0,11.0,52.0,17.0,6.0,32.0,2.0,70.0,53.0,53.0,17.0,55.0,16.0,59.0,1629,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2024-03-26T17:00:00.000Z,Helsingin olympiastadion,Mads-Kristoffer Kristoffersen,"12,559",Friendlies,123,38.0,,12,5,1.0,0.0,232,70.0,15,3,1.0,6.0,0.0,8.0,4.0,,,,,330,137.0,95.0,24.0,38.0,5.0,25.0,18.0,1,1.0,0.0,18.0,78.0,16.0,4.0,23.0,3.0,58.0,39.0,54.0,19.0,40.0,3.0,60.0,1506,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,2024-03-26T17:00:00.000Z,Helsingin olympiastadion,Mads-Kristoffer Kristoffersen,"12,559",Friendlies,61,62.0,,12,4,4.0,3.0,427,78.0,16,8,4.0,4.0,1.0,9.0,3.0,,,,,546,218.0,209.0,25.0,45.0,4.0,27.0,21.0,2,1.0,0.0,8.0,73.0,4.0,6.0,17.0,4.0,62.0,33.0,46.0,29.0,60.0,9.0,39.0,1506,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
